TIPO CONTRIBUYENTE;DOCUMENTO;RIM;CONTRIBUYENTE;TELEFONO;RESULTADO;OBSERVACIONES;PREGUNTA_1;PREGUNTA_2;PREGUNTA_3;PREGUNTA_4;PREGUNTA_5;PREGUNTA_6;PARROQUIA
JURIDICO;310027056;2900014668;INVERSIONES J.G. C.A.;2617152664;NO EXISTOSA;TLF NO VALIDO;;;;;;;IDELFONSO VASQUEZ
JURIDICO;295700369;2900020607;INVERSIONES JHORMAN - JHONKEWUER C.A;4146800248;NO EXISTOSA;TLF NO VALIDO;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;406837830;7000000725;INVERSIONES JJ BAZAR CA;4146295397;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;313843318;2900033415;INVERSIONES J.J.E.E. M.M. CA;7431042;NO EXISTOSA;TLF NO VALIDO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;400014026;7000001341;INVERSIONES JL UNO, CA;4148245570;EXITOSA;NO ESTÁ INTERESADO;NO;;;;;;CECILIO ACOSTA
JURIDICO;409665860;7000000407;INVERSIONES JM 2017 C.A;4125471315;NO EXISTOSA;USUARIO ERRADO;;;;;;;MANUEL DAGNINO
JURIDICO;313256560;2900004875;INVERSIONES JOCAR, C.A;7230678;EXITOSA;CERRADO TEMPORALMENTE;NO;;;;;;BOLIVAR
JURIDICO;401230059;2900038352;INVERSIONES JORBYS, C.A;4166648919;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;408188171;2900051271;INVERSIONES JORIS, C.A.;4146302736;NO EXISTOSA;TLF NO VALIDO;;;;;;;CRISTO DE ARANZA
JURIDICO;409014959;2900050700;INVERSIONES JOYERIA AZABACHE C.A.;4149631818;NO EXISTOSA;TLF NO VALIDO;;;;;;;JUANA DE AVILA
JURIDICO;408131633;2900051622;INVERSIONES JPGMG, C.A.;4265667470;EXITOSA;SI ESTA INTERESADO;NO;;;;;;CHIQUINQUIRA
JURIDICO;409528561;2900051477;INVERSIONES JRS 2017, C.A.;4146382123;EXITOSA;NO ESTÁ INTERESADO;SI;a2;NO;ALTA;SATISFACTORIA;ES SENCILLO DE MANEJAR;OLEGARIO VILLALOBOS
JURIDICO;404003410;2900044582;INVERSIONES JSM, C.A.;4120669731;EXITOSA;INTERESADA;SI;a2;SI;MEDIANA;SATISFACTORIA;ES MUY COMPLETO;CACIQUE MARA
JURIDICO;311432256;2900021265;INVERSIONES JUPEMA C.A;7230715;NO EXISTOSA;TLF NO VALIDO;;;;;;;BOLIVAR
JURIDICO;300687732;7000000904;INVERSIONES J Y R IMPORT EXPORT C.A;4246869063;EXITOSA;NO ESTÁ INTERESADO;;;;;;;BOLIVAR
JURIDICO;401092209;2900047418;INVERSIONES KABOT 2012, C.A;2614005247;NO EXISTOSA;USUARIO ERRADO;;;;;;;RAUL LEONI
JURIDICO;405144491;2900046376;INVERSIONES KÁMALA C.A;2617528906;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;313572330;2900012194;INVERSIONES KANAWET, C.A.;4246735961;EXITOSA;NO ESTÁ AUTORIZADO;NO;;;;;;CHIQUINQUIRA
JURIDICO;408205718;2900052976;INVERSIONES KARAMELANDIA, C.A.;4241666025;EXITOSA;NO ESTÁ INTERESADO;;;;;;;COQUIVACOA
JURIDICO;406358533;2900048927;INVERSIONES KDBK, C.A;2613298608;NO EXISTOSA;TLF NO VALIDO;;;;;;;BOLIVAR
JURIDICO;406633518;7000000206;INVERSIONES KLANNAZ, C.A.;2612112701;NO EXISTOSA;NO CONTESTA;;;;;;;MANUEL DAGNINO
JURIDICO;308263966;2900035626;INVERSIONES KOUSSA-KERIR,C.A.;4246698473;EXITOSA;NO ESTÁ AUTORIZADO;SI;;;;;;OLEGARIO VILLALOBOS
JURIDICO;402200277;7000000735;INVERSIONES LA 5TA MARAVILLA, C.A.;4127673501;NO EXISTOSA;USUARIO ERRADO;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;407059840;7000001632;INVERSIONES LA ANDINITA , C.A.;26131519;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;308355372;203R002308;INVERSIONES LA CANDELARIA, C.A;2617923604;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;412319639;7000001928;INVERSIONES LA CIMA A Y C, C.A.;4146336643;EXITOSA;SI ESTA INTERESADA;NO;;;;;;CARRACCIOLO PARRA PEREZ
JURIDICO;406330744;2900047628;INVERSIONES LA DIOSA ISIS, C.A;2617213143;EXITOSA;NO ESTÁ INTERESADO;;;;;;;BOLIVAR
JURIDICO;316166767;2900012427;INVERSIONES LADY FASHION S.A;7400850;NO EXISTOSA;TLF NO VALIDO;;;;;;;IDELFONSO VASQUEZ
JURIDICO;405880732;2900046769;INVERSIONES LA GLORIA DE 4 HERMANOS, C.A;4146299787;EXITOSA;NO ESTÁ INTERESADO;SI;a2;NO;;;;CHIQUINQUIRA
JURIDICO;404806563;2900050765;INVERSIONES LA GRAN BENDICION DE DIOS, C.A.;2617791254;NO EXISTOSA;USUARIO ERRADO;;;;;;;RAUL LEONI
JURIDICO;313280763;2900021597;INVERSIONES LA REINA, CA;4162217795;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;400438250;2900035542;INVERSIONES LAS ROSAS 168, C.A.;7979882;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;404358587;2900044282;INVERSIONES LATEX UNICA C.A (VENTA DE CALZADO);2617231375;NO EXISTOSA;OTRO;;;;;;;CHIQUINQUIRA
JURIDICO;409497550;7000000311;INVERSIONES LA TIENDA DEL JABON,C.A;4146211114;EXITOSA;INTERESADO;NO;;;;;;CRISTO DE ARANZA
JURIDICO;404724850;7000001404;INVERSIONES LAULIROCA, CA;2614521523;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;404724850;7000001405;INVERSIONES LAULIROCA, CA (SUCURSAL);2617651493;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;408673010;7000000190;INVERSIONES LA VAQUERA, C.A.;2617355754;NO EXISTOSA;TLF NO VALIDO;;;;;;;MANUEL DAGNINO
JURIDICO;307628243;2900035898;INVERSIONES LB ESPERANZA CA;4126658997;EXITOSA;INTERESADO;NO;;;;;;RAUL LEONI
JURIDICO;401784020;7000000704;INVERSIONES LDS, CA;2616543896;NO EXISTOSA;TLF NO VALIDO;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;401784020;7000000705;INVERSIONES LDS, C.A;2619543893;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;404132635;2900044400;INVERSIONES LEDIS Y DAVID,C.A.;4264696079;EXITOSA;INTERESADO;NO;;;;;;VENANCIO PULGAR
JURIDICO;402276877;2900041083;INVERSIONES LEE 88, C.A;2617227314;NO EXISTOSA;TLF NO VALIDO;;;;;;;BOLIVAR
JURIDICO;294139507;2900016202;INVERSIONES LEZCANO, C.A.;7142201;NO EXISTOSA;TLF NO VALIDO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;403551332;2900044859;INVERSIONES LILI LUNA ML CA;4246762030;EXITOSA;INTERESADO;SI;Saint;SI;ALTA;EXCELENTE;SERVICIO TECNICO AGIL Y EFECTIVO;CHIQUINQUIRA
JURIDICO;307640022;2900031384;INVERSIONES LIMARB, C.A;4146370027;NO EXISTOSA;USUARIO ERRADO;;;;;;;SANTA LUCIA
JURIDICO;408294907;7000000313;INVERSIONES LINSA CA;2616179317;NO EXISTOSA;USUARIO ERRADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;402605978;2900044988;INVERSIONES LOS MELLIZOS C.A.;4166041484;NO EXISTOSA;TLF NO VALIDO;;;;;;;JUANA DE AVILA
JURIDICO;409851389;7000001860;INVERSIONES LOS MOROCHOS MONTE BELLO 12, C.A;4140613493;NO EXISTOSA;TLF NO VALIDO;;;;;;;CARRACCIOLO PARRA PEREZ
JURIDICO;400908981;2900038379;INVERSIONES LOS PRIMOS RJ, C.A.;4246410502;NO EXISTOSA;TLF NO VALIDO;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;405272660;2900050120;INVERSIONES LOS ROBLES CRM. C.A;2619354635;EXITOSA;INTERESADO;;;;;;;JUANA DE AVILA
JURIDICO;70132116;203R001534;INVERSIONES LOS ROQUES ,C.A.;7921697;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;304821476;2900031946;INVERSIONES LOS SOCIOS C.A;4246750936;NO EXISTOSA;USUARIO ERRADO;;;;;;;BOLIVAR
JURIDICO;314698729;2900012744;INVERSIONES L. PEÑA, C.A. (SUCURSAL);7351726;NO EXISTOSA;TLF NO VALIDO;;;;;;;CRISTO DE ARANZA
JURIDICO;298644869;2900040876;INVERSIONES LT .C.A;2613247455;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;313905267;2900005828;INVERSIONES LUGO, C.A.;7231236;EXITOSA;INTERESADO;NO;;;;;;BOLIVAR
JURIDICO;294331734;2900016508;INVERSIONES LUISANA ANDREINA C.A;4146174471;EXITOSA;SIN NOVEDAD;;;;;;;COQUIVACOA
JURIDICO;402867603;2900048404;INVERSIONES LUIS M, C.A;4141693163;EXITOSA;EMPRESA CERRADA;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;412217313;7000001698;INVERSIONESLZD, C.A.;4145880806;EXITOSA;EMPRESA CERRADA;;;;;;;CHIQUINQUIRA
JURIDICO;315129353;2900012790;INVERSIONES MACHADO AND FERNANDEZ, C.A.;2617780590;NO EXISTOSA;TLF NO VALIDO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;299084581;2900050991;INVERSIONES MADRIGAL 2010, C.A.;10255357;NO EXISTOSA;TLF NO VALIDO;;;;;;;BOLIVAR
JURIDICO;404436219;7000000297;INVERSIONES MALLORCA EG CA;2617432408;NO EXISTOSA;NO CONTESTA;;;;;;;COQUIVACOA
JURIDICO;308963429;2900001290;INVERSIONES MANCO Y MEDINA C.A.;4246974119;EXITOSA;INTERESADO;SI;Valery;;;;;OLEGARIO VILLALOBOS
JURIDICO;406528439;7000000741;INVERSIONES MANDIQUE URDANETA, C.A;2617867076;NO EXISTOSA;TLF NO VALIDO;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;402023405;2900041262;INVERSIONES MARACAIBO FASHIÓN 2012 C.A;2617592615;NO EXISTOSA;NO CONTESTA;;;;;;;RAUL LEONI
JURIDICO;410660953;7000000460;INVERSIONES MARA FASHION, C.A;4146867825;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;CHIQUINQUIRA
JURIDICO;306659927;2000044093;INVERSIONES MAR ANTUAN, C.A.;7920830;NO EXISTOSA;TLF NO VALIDO;;;;;;;SANTA LUCIA
JURIDICO;70106689;2000083416;INVERSIONES MARCONI CA;7977410;NO EXISTOSA;TLF NO VALIDO;;;;;;;COQUIVACOA
JURIDICO;308731870;208R000392;INVERSIONES MARIA VICTORIA C.A.;4146691654;EXITOSA;NO ESTÁ INTERESADO;SI;Saint;NO;;;;CACIQUE MARA
JURIDICO;412078879;7000002089;INVERSIONES MARINE LAKE, C.A;4146203859;EXITOSA;INTERESADA;;;;;;;RAUL LEONI
JURIDICO;308173584;2900032695;INVERSIONES MARWILCA C.A;4146418059;NO EXISTOSA;TLF NO VALIDO;;;;;;;IDELFONSO VASQUEZ
JURIDICO;311932429;2900019557;INVERSIONES MARY GREG C.A;7183656;NO EXISTOSA;TLF NO VALIDO;;;;;;;BOLIVAR
JURIDICO;311932429;2900045362;INVERSIONES MARY GREG C.A;2617233229;NO EXISTOSA;OTRO;;;;;;;BOLIVAR
JURIDICO;304265182;2900042317;INVERSIONES MASCHIO MENEGALDO C.A.;4163672105;NO EXISTOSA;TLF NO VALIDO;;;;;;;COQUIVACOA
JURIDICO;406246182;7000000665;INVERSIONES MAXITELLYS JG C.A;4146947669;EXITOSA;NO ESTÁ INTERESADO;NO;;;;;;CHIQUINQUIRA
JURIDICO;298622130;2900032488;INVERSIONES MAY,C.A;4140604096;NO EXISTOSA;USUARIO ERRADO;;;;;;;RAUL LEONI
JURIDICO;408552167;2900050657;INVERSIONES MEGA PASTELES NRO 4 C.A;2617874168;NO EXISTOSA;TLF NO VALIDO;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;307334304;2900032489;INVERSIONES MEGA-ZULIA C.A;4246103480;EXITOSA;NO ESTÁ INTERESADO;NO;;;;;;CHIQUINQUIRA
JURIDICO;404115005;2900045701;INVERSIONES MERLY I, C.A.;2617665056;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;70132442;2000037328;INVERSIONES MESTRE C.A.;7517228;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;409380564;7000000018;INVERSIONES MFFF, C.A.;4146985773;NO EXISTOSA;NO CONTESTA;;;;;;;SANTA LUCIA
JURIDICO;407739492;7000001402;INVERSIONES MIGUEL J Y M, C.A;2614253696;NO EXISTOSA;USUARIO ERRADO;;;;;;;CHIQUINQUIRA
JURIDICO;405887176;7000001317;INVERSIONES MIL HERRAJES 2015 C.A;4146861146;NO EXISTOSA;USUARIO ERRADO;;;;;;;BOLIVAR
JURIDICO;309733354;2900009302;INVERSIONES MIRAFLORES, C.A.;2617511750;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;401887775;2900040933;INVERSIONES MJMV C.A.;2614174222;NO EXISTOSA;TLF NO VALIDO;;;;;;;RAUL LEONI
JURIDICO;294237983;2900023077;INVERSIONES MOLFETTA C.A;7654389;NO EXISTOSA;TLF NO VALIDO;;;;;;;CRISTO DE ARANZA
JURIDICO;405535016;2900046759;INVERSIONES MOLINA CHACIN C.A;4168693452;NO EXISTOSA;TLF NO VALIDO;;;;;;;RAUL LEONI
JURIDICO;409973549;2900052483;INVERSIONES MONACHA, C.A;2617910808;NO EXISTOSA;NO CONTESTA;;;;;;;CECILIO ACOSTA
JURIDICO;411722944;7000001415;INVERSIONES MONACO II, CA;4146366987;EXITOSA;SIN NOVEDAD;NO;;;;;;RAUL LEONI
JURIDICO;400786584;2900038369;INVERSIONES MONPUSAN, C.A.;4246005893;NO EXISTOSA;OTRO;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;411774430;7000000716;INVERSIONES MORALES URDANETA 2018, C.A;41265875525;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;406000345;2900049211;INVERSIONES MORALUVI C.A;2617595597;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;410370386;2900052771;INVERSIONES MYM VE, C.A;2617553669;NO EXISTOSA;TLF NO VALIDO;;;;;;;VENANCIO PULGAR
JURIDICO;406946222;7000000540;INVERSIONES NACIONALES JESUCRISTO EL PODEROSO, C.A.;2613291836;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;406334634;2900048126;INVERSIONES NAVAS GARRIDO , C.A;4149642714;EXITOSA;INTERESADA;;;;;;;MANUEL DAGNINO
JURIDICO;410369540;7000001321;INVERSIONES NENA BOUTIQUE, CA;2617152636;NO EXISTOSA;NO CONTESTA;;;;;;;BOLIVAR
JURIDICO;407049003;7000000766;INVERSIONES NEURIS EXPORT, C.A;4267248611;NO EXISTOSA;TLF NO VALIDO;;;;;;;BOLIVAR
JURIDICO;297357440;2900029773;INVERSIONES N&K, C.A.;4246386306;NO EXISTOSA;TLF NO VALIDO;;;;;;;SANTA LUCIA
JURIDICO;408131501;2900051926;INVERSIONES NN 2016 C.A;2617230304;NO EXISTOSA;OTRO;;;;;;;CHIQUINQUIRA
JURIDICO;402113030;2900040488;INVERSIONES NOHEMARY, C.A.;2617930634;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;296489890;2900043734;INVERSIONES NORTH CENTER, C.A;2618142152;NO EXISTOSA;TLF NO VALIDO;;;;;;;JUANA DE AVILA
JURIDICO;413027593;7000002057;INVERSIONES NUEVA IMAGEN 2019, C.A;4146010670;EXITOSA;EMPRESA CERRADA;;;;;;;COQUIVACOA
JURIDICO;400222842;2900035649;INVERSIONES OLE C.A;4244040537;EXITOSA;NO ESTÁ INTERESADO;SI;a2;;;;;CHIQUINQUIRA
JURIDICO;401447236;2900039065;INVERSIONES OPALO 8, C.A;2614003250;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;403988714;2900045284;INVERSIONES OTO 121, C.A;4146442572;NO EXISTOSA;TLF NO VALIDO;;;;;;;BOLIVAR
JURIDICO;294237894;2900023075;INVERSIONES OVERSEAS, C.A.;7654389;NO EXISTOSA;TLF NO VALIDO;;;;;;;CRISTO DE ARANZA
JURIDICO;304055536;2900032965;INVERSIONES PALAZZI, C.A;2617429995;NO EXISTOSA;NO CONTESTA;;;;;;;COQUIVACOA
JURIDICO;312557257;2900008182;INVERSIONES PANADERIA Y PASTELERIA SAN BENITO EL PARRANDERO, C.A.;7540512;NO EXISTOSA;TLF NO VALIDO;;;;;;;CARRACCIOLO PARRA PEREZ
JURIDICO;314781731;2900018017;INVERSIONES PARAMACONI,C.A;7314185;NO EXISTOSA;TLF NO VALIDO;;;;;;;BOLIVAR
JURIDICO;297205659;2900033417;INVERSIONES PEDREAÑEZ C.A;4146139060;NO EXISTOSA;USUARIO ERRADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;308609781;207P000613;INVERSIONES PENTAGONO, C.A.;2617232366;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;IDELFONSO VASQUEZ
JURIDICO;409673480;7000000953;INVERSIONES PEOPLE G Y B C.A;4126485871;NO EXISTOSA;TLF NO VALIDO;;;;;;;BOLIVAR
JURIDICO;402978693;7000000687;INVERSIONES PEREZ BAUZA, C.A.;4146471683;EXITOSA;OTRO;SI;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;410081082;7000001246;INVERSIONES PERSIL 2017,C.A (SUCURSAL);4167688536;NO EXISTOSA;TLF NO VALIDO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;295247451;2900018730;INVERSIONES PINEDA ADRIANZA C.A;4146366693;NO EXISTOSA;OTRO;;;;;;;BOLIVAR
JURIDICO;70104740;2900013818;INVERSIONES PINTO LOUREIRO, C.A.;2617935593;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;314334727;2900007456;INVERSIONES PRIETO PUCHE, C.A.;7973723;NO EXISTOSA;TLF NO VALIDO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;412231871;7000001319;INVERSIONES PROCEPAN LUISANA, C.A.;4246758926;EXITOSA;INTERESADA;SI;a2;SI;ALTA;INSATISFACTORIA;EL PRECIO;COQUIVACOA
JURIDICO;409011640;2900051278;INVERSIONES PYZ C.A.;4246514651;EXITOSA;NO ESTÁ INTERESADO;SI;a2;NO;ALTA;EXCELENTE;ES MUY COMPLETO;OLEGARIO VILLALOBOS
JURIDICO;296393508;2900022620;INVERSIONES QUINTA AVENIDA MODAS C.A;7224559;NO EXISTOSA;OTRO;;;;;;;BOLIVAR
JURIDICO;312531622;2900050794;INVERSIONES RAED C.A. (INRACA);4146117142;NO EXISTOSA;OTRO;;;;;;;BOLIVAR
JURIDICO;412135201;7000000893;INVERSIONES RAGA DIAZ, C.A.;4120658684;EXITOSA;NO ESTÁ INTERESADO;NO;;;;;;CHIQUINQUIRA
JURIDICO;296007330;2900026317;INVERSIONES RAMOS EXPRES C.A;4142599772;NO EXISTOSA;USUARIO ERRADO;;;;;;;MANUEL DAGNINO
JURIDICO;404197028;2900044729;INVERSIONES REPUESTOS PYF, C.A;4146292043;EXITOSA;INTERESADA;NO;;;;;;VENANCIO PULGAR
JURIDICO;308220221;211R000468;INVERSIONES REVAN C.A.;7238437;NO EXISTOSA;OTRO;;;;;;;CRISTO DE ARANZA
JURIDICO;304018690;2900037540;INVERSIONES RIVADENEIRA, C.A.;4163639462;NO EXISTOSA;USUARIO ERRADO;;;;;;;CHIQUINQUIRA
JURIDICO;310262195;213P000017;INVERSIONES RIVERA AZUAJE C.A. IMPORT;7546038;NO EXISTOSA;OTRO;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;412260430;7000001789;INVERSIONES RIVERO FERNANDEZ, C.A.;4246786473;EXITOSA;SIN NOVEDAD;SI;GENIO;SI;ALTA;SATISFACTORIA;ES SENCILLO DE MANEJAR;CARRACCIOLO PARRA PEREZ
JURIDICO;307323132;2900031730;INVERSIONES ROAV,C.A;4146547207;EXITOSA;INTERESADA;SI;a2;SI;MEDIANA;INSATISFACTORIA;ES ESTABLE, NO SE CUELGA;OLEGARIO VILLALOBOS
JURIDICO;299050733;2900029772;INVERSIONES RODAPECA CA.;4146573425;NO EXISTOSA;OTRO;;;;;;;CHIQUINQUIRA
JURIDICO;412316206;7000002128;INVERSIONES RODRIGUEZ 2019 .C,A;4125342750;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;JUANA DE AVILA
JURIDICO;404212647;2900046943;INVERSIONES ROMARA C.A;2617151006;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;402259921;2900042820;INVERSIONES ROMERO ACOSTA, C.A;2617931912;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;293675820;2900014110;INVERSIONES RONDON CA (LA REVELACION DEL BIKINI C.A);7230211;NO EXISTOSA;NO CONTESTA;;;;;;;BOLIVAR
JURIDICO;310135789;203P000646;INVERSIONES R & R C.A.;7924006;NO EXISTOSA;OTRO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;411155101;7000001731;"INVERSIONES R Y J;; , C.A.";2617213242;NO EXISTOSA;OTRO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;296364761;1900035952;INVERSIONES SAHARA C.A;2617761298;NO EXISTOSA;OTRO;;;;;;;CARRACCIOLO PARRA PEREZ
JURIDICO;293964393;2900015712;INVERSIONES SALGADO MORAN ,C.A;4146151759;EXITOSA;NO ESTÁ INTERESADO;SI;Saint;NO;;;;TRANSEUNTE / NO ESPECIFICADO
JURIDICO;410855517;7000000525;INVERSIONES SALMO 23 Y 91 CA;4246516909;EXITOSA;NO CONTESTA;;;;;;;CACIQUE MARA
JURIDICO;403292027;7000001889;INVERSIONES SAMMY´S EL REY BOTELLON, C.A;4246978146;EXITOSA;NO ESTÁ INTERESADO;;;;;;;JUANA DE AVILA
JURIDICO;305325596;2900050783;INVERSIONES SAN SIMON , C.A;212008300;NO EXISTOSA;USUARIO ERRADO;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;400438080;2900035541;INVERSIONES SANTA BARBARA 168, C.A.;7979882;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;402741995;2900042291;INVERSIONES SANTA MONICA 21, C.A;2617223579;NO EXISTOSA;OTRO;;;;;;;CHIQUINQUIRA
JURIDICO;400738261;1900037241;INVERSIONES SANTOS 2020, C.A;4246599607;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;309050311;2900034684;INVERSIONES SARKAJOS C.A;4182634;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;297650792;2900030735;INVERSIONES SATURNO 2009,C.A;4126435540;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;BOLIVAR
JURIDICO;311853570;2900007711;INVERSIONES SCANDELL, C.A.;7863345;NO EXISTOSA;NO CONTESTA;;;;;;;CECILIO ACOSTA
JURIDICO;295690762;2900023819;INVERSIONES SDV C.A.;2617978901;NO EXISTOSA;OTRO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;406100390;7000000422;INVERSIONES SEBASTIAN FUNG,C.A;4124691847;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;473501;2900020755;INVERSIONES SELVA, C.A;2433001100;NO EXISTOSA;USUARIO ERRADO;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;312215704;2900032765;INVERSIONES SENSACION C.A.;4146435532;EXITOSA;NO CONTESTA;;;;;;;BOLIVAR
JURIDICO;411912506;7000000581;INVERSIONES SERENDIPIA C,A;4246861293;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;411740926;7000000548;INVERSIONES SERVICIOS MYM CA;4146260916;EXITOSA;INTERESADA;SI;Saint;SI;ALTA;SATISFACTORIA;SERVICIO TECNICO AGIL Y EFECTIVO;OLEGARIO VILLALOBOS
JURIDICO;405045396;2900045508;INVERSIONES SHALIZ C.A;4140376578;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;CHIQUINQUIRA
JURIDICO;315636123;2900039390;INVERSIONES SHARIF, C.A. (BARRIO PANAMERICANO);2617576530;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;404846000;2900045322;INVERSIONES SIRIUS Y CO, C.A.;4146430130;NO EXISTOSA;NO CONTESTA;;;;;;;RAUL LEONI
JURIDICO;297923098;2900027767;INVERSIONES SKY BLUE, C.A.;7520177;NO EXISTOSA;NO CONTESTA;;;;;;;IDELFONSO VASQUEZ
JURIDICO;297104283;2900025696;INVERSIONES SOFISTICADAS CA;4146747721;NO EXISTOSA;OTRO;;;;;;;IDELFONSO VASQUEZ
JURIDICO;296236399;2900027278;INVERSIONES SOFI Y SEBAS C.A;2616354598;NO EXISTOSA;TLF NO VALIDO;;;;;;;RAUL LEONI
JURIDICO;312539330;2900004723;INVERSIONES SOL Y LUNA, C.A.;4146155581;NO EXISTOSA;OTRO;;;;;;;RAUL LEONI
JURIDICO;408239329;2900050724;INVERSIONES SOMARLU, C.A.;4146254442;NO EXISTOSA;TLF NO VALIDO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;403789380;2900045490;INVERSIONES SOTURNO II, C.A.;4246832426;EXITOSA;NO ESTÁ INTERESADO;;;;;;;BOLIVAR
JURIDICO;409452980;2900051401;INVERSIONES SOUTH CENTER TRAVEL AGENCIA DE VIAJES,C.A;2617629095;NO EXISTOSA;TLF NO VALIDO;;;;;;;CECILIO ACOSTA
JURIDICO;307114770;207P000559;INVERSIONES STOP MIL, C.A;7987231;NO EXISTOSA;TLF NO VALIDO;;;;;;;SANTA LUCIA
JURIDICO;317509668;2900034219;INVERSIONES STRATUS TRES, C.A;4143625082;EXITOSA;NO ESTÁ AUTORIZADO;SI;ADN;NO;ALTA;EXCELENTE;ES SENCILLO DE MANEJAR;COQUIVACOA
JURIDICO;313464830;2900006245;INVERSIONES SUPER CUJI, C.A.;7567636;NO EXISTOSA;TLF NO VALIDO;;;;;;;VENANCIO PULGAR
JURIDICO;400332109;2900040806;INVERSIONES SURITO CA;4246138524;EXITOSA;INTERESADO;SI;a2;SI;ALTA;SATISFACTORIA;ES SENCILLO DE MANEJAR;CHIQUINQUIRA
JURIDICO;400615003;2900036177;INVERSIONES SW-ZULIA C.A.;2617172774;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;309876210;2900016358;INVERSIONES SYS TECH, C.A;2614003219;NO EXISTOSA;NO ESTÁ INTERESADO;;;;;;;CHIQUINQUIRA
